price,room_type,accommodates,bedrooms,beds,bathrooms,latitude,longitude,neighbourhood_cleansed,review_scores_rating,review_scores_cleanliness,review_scores_location,review_scores_value,host_is_superhost,instant_bookable,amenities,has_reviews,amenities_count,log_price
82.0,Entire home/apt,2,1.0,1.0,1.0,35.5834,-82.61083,28806,4.92,4.96,4.87,4.9,0,0,"[""Coffee maker"", ""Wifi"", ""Fire extinguisher"", ""Smoke alarm"", ""Dishes and silverware"", ""Self check-in"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Hot water"", ""Dedicated workspace"", ""Keypad"", ""Free street parking"", ""TV with standard cable"", ""Essentials"", ""Iron"", ""Refrigerator"", ""Shampoo"", ""Bed linens"", ""Kitchen"", ""Free parking on premises"", ""Hangers"", ""Extra pillows and blankets"", ""First aid kit"", ""Heating"", ""Microwave"", ""Hair dryer""]",1,26,4.418840607796598
92.0,Entire home/apt,2,0.0,1.0,1.0,35.59256,-82.5376,28805,4.87,4.91,4.87,4.81,1,1,"[""Outdoor playground"", ""Coffee maker"", ""Coffee"", ""Wifi"", ""Fire extinguisher"", ""Smoke alarm"", ""Dishes and silverware"", ""Lockbox"", ""Self check-in"", ""Air conditioning"", ""Outdoor furniture"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Hot water"", ""Dedicated workspace"", ""Backyard"", ""Single level home"", ""Cooking basics"", ""Essentials"", ""TV"", ""Iron"", ""Refrigerator"", ""Shampoo"", ""Pets allowed"", ""Hot water kettle"", ""Bed linens"", ""Mountain view"", ""Kitchen"", ""Free parking on premises"", ""Clothing storage"", ""Hangers"", ""Extra pillows and blankets"", ""Private entrance"", ""Fire pit"", ""Climbing wall"", ""Heating"", ""Portable fans"", ""Microwave"", ""Hair dryer"", ""Conditioner""]",1,40,4.532599493153256
66.0,Entire home/apt,4,2.0,2.0,1.0,35.56768,-82.52592,28803,5.0,4.93,4.93,5.0,1,0,"[""Garden view"", ""Outdoor dining area"", ""BBQ grill: charcoal, gas"", ""Coffee maker"", ""Ceiling fan"", ""Toaster"", ""Coffee"", ""Rice maker"", ""Cleaning products"", ""Wine glasses"", ""Wifi"", ""Dishwasher"", ""Fire extinguisher"", ""Smoke alarm"", ""Dishes and silverware"", ""Hammock"", ""Baking sheet"", ""Outdoor furniture"", ""Long term stays allowed"", ""Free washer \u2013 In building"", ""HDTV with Netflix"", ""Shower gel"", ""Carbon monoxide alarm"", ""Hot water"", ""Dedicated workspace"", ""Dining table"", ""Window AC unit"", ""Private patio or balcony"", ""Books and reading material"", ""Cooking basics"", ""Free street parking"", ""Essentials"", ""Single level home"", ""Iron"", ""Shared backyard \u2013 Not fully fenced"", ""Refrigerator"", ""Shampoo"", ""Hot water kettle"", ""Oven"", ""Freezer"", ""Bed linens"", ""Clothing storage: closet and dresser"", ""Stove"", ""Kitchen"", ""Free parking on premises"", ""Hangers"", ""Extra pillows and blankets"", ""Free dryer \u2013 In building"", ""Blender"", ""Private entrance"", ""Fire pit"", ""First aid kit"", ""Exterior security cameras on property"", ""Barbecue utensils"", ""Heating"", ""Indoor fireplace: electric"", ""Portable fans"", ""Microwave"", ""Hair dryer"", ""Bathtub"", ""Conditioner"", ""Room-darkening shades""]",1,63,4.204692619390966
74.0,Entire home/apt,2,1.0,2.0,1.0,35.61096954345703,-82.55024719238281,28801,4.83,4.89,4.91,4.91,1,0,"[""Garden view"", ""Outdoor dining area"", ""Coffee maker"", ""Private backyard"", ""Wifi"", ""Dishwasher"", ""Fire extinguisher"", ""Smoke alarm"", ""Dishes and silverware"", ""Self check-in"", ""Air conditioning"", ""Outdoor furniture"", ""Carbon monoxide alarm"", ""Hot water"", ""Dedicated workspace"", ""Keypad"", ""Resort access"", ""Free street parking"", ""Private patio or balcony"", ""Cooking basics"", ""TV with standard cable"", ""Essentials"", ""Iron"", ""Refrigerator"", ""Shampoo"", ""Babysitter recommendations"", ""Stove"", ""Kitchen"", ""Free parking on premises"", ""Hangers"", ""Private entrance"", ""First aid kit"", ""Heating"", ""Microwave"", ""Hair dryer"", ""Bathtub"", ""Children\u2019s books and toys""]",1,37,4.31748811353631
235.0,Entire home/apt,2,1.0,1.0,1.0,35.63326,-82.49841,28804,4.85,5.0,4.97,4.74,0,0,"[""Coffee maker"", ""Free parking garage on premises"", ""Ceiling fan"", ""Wifi"", ""Dishwasher"", ""Fire extinguisher"", ""Smoke alarm"", ""Dishes and silverware"", ""Self check-in"", ""Air conditioning"", ""Dryer"", ""Hot water"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Keypad"", ""Backyard"", ""Single level home"", ""Cooking basics"", ""TV with standard cable"", ""Essentials"", ""Iron"", ""Refrigerator"", ""Shampoo"", ""Oven"", ""Bed linens"", ""Stove"", ""Private hot tub"", ""BBQ grill"", ""Kitchen"", ""Hangers"", ""Washer"", ""Ethernet connection"", ""Heating"", ""Microwave"", ""Hair dryer"", ""Crib"", ""Room-darkening shades""]",1,37,5.4638318050256105
144.0,Entire home/apt,8,3.0,4.0,2.0,35.55572,-82.47593,28803,4.88,4.88,4.88,4.92,0,1,"[""Outdoor dining area"", ""Coffee maker"", ""Toaster"", ""Coffee"", ""Cleaning products"", ""Wine glasses"", ""Drying rack for clothing"", ""Wifi"", ""Dishwasher"", ""Fire extinguisher"", ""Smoke alarm"", ""Dishes and silverware"", ""Baking sheet"", ""Self check-in"", ""Air conditioning"", ""Outdoor furniture"", ""Long term stays allowed"", ""Pack \u2019n play/Travel crib"", ""Dryer"", ""Hot water"", ""Carbon monoxide alarm"", ""Dining table"", ""Keypad"", ""Private patio or balcony"", ""Cooking basics"", ""Essentials"", ""TV"", ""Iron"", ""Refrigerator"", ""Shampoo"", ""Hot water kettle"", ""Oven"", ""Freezer"", ""Bed linens"", ""Mountain view"", ""Stove"", ""BBQ grill"", ""Kitchen"", ""Free parking on premises"", ""Clothing storage"", ""Hangers"", ""Extra pillows and blankets"", ""Washer"", ""Blender"", ""Private entrance"", ""Barbecue utensils"", ""Heating"", ""Body soap"", ""Hair dryer"", ""Bathtub"", ""Microwave"", ""Conditioner"", ""Crib""]",1,53,4.976733742420574
99.0,Entire home/apt,1,1.0,1.0,1.0,35.44942,-82.50745,28704,4.97,4.98,4.88,4.91,0,0,"[""Roku Soundbar w/ Bluetooth connectivity Bluetooth sound system"", ""Gym"", ""HDTV"", ""Coffee maker"", ""Toaster"", ""Coffee"", ""Wine glasses"", ""Wifi"", ""Fire extinguisher"", ""Smoke alarm"", ""Dishes and silverware"", ""Baking sheet"", ""Self check-in"", ""Air conditioning"", ""Outdoor furniture"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Hot water"", ""Dining table"", ""Smart lock"", ""Free street parking"", ""Private patio or balcony"", ""Books and reading material"", ""Cooking basics"", ""Single level home"", ""Essentials"", ""Iron"", ""Refrigerator"", ""Shampoo"", ""Hot water kettle"", ""Oven"", ""Freezer"", ""Bed linens"", ""Stove"", ""BBQ grill"", ""Kitchen"", ""Free parking on premises"", ""Hangers"", ""Extra pillows and blankets"", ""Private entrance"", ""Laundromat nearby"", ""Heating"", ""Portable fans"", ""Body soap"", ""Hair dryer"", ""Microwave"", ""Conditioner"", ""Crib""]",1,48,4.605170185988092
22.0,Shared room,1,1.0,2.0,2.5,35.57895,-82.59566,28806,4.75,4.73,4.83,4.89,1,1,"[""Coffee maker"", ""Dishwasher"", ""Wifi"", ""Breakfast"", ""Fire extinguisher"", ""Smoke alarm"", ""Dishes and silverware"", ""Self check-in"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Hot water"", ""Keypad"", ""Free street parking"", ""Cooking basics"", ""Essentials"", ""Shared patio or balcony"", ""Refrigerator"", ""Oven"", ""Stove"", ""Kitchen"", ""Free parking on premises"", ""First aid kit"", ""Heating"", ""Microwave""]",1,24,3.1354942159291497
63.0,Private room,2,1.0,1.0,2.5,35.57895,-82.59566,28806,4.75,4.69,4.88,4.67,1,1,"[""Free street parking"", ""First aid kit"", ""Cooking basics"", ""Essentials"", ""Air conditioning"", ""Heating"", ""Lock on bedroom door"", ""Free parking on premises"", ""Breakfast"", ""Carbon monoxide alarm"", ""Hot water"", ""Self check-in"", ""Keypad"", ""Wifi"", ""Kitchen"", ""Fire extinguisher"", ""Smoke alarm""]",1,17,4.1588830833596715
49.0,Private room,2,1.0,1.0,1.0,35.58204,-82.59371,28806,4.76,4.69,4.93,4.79,1,0,"[""Coffee maker"", ""Ceiling fan"", ""Coffee"", ""Cleaning products"", ""Wifi"", ""Dishwasher"", ""Smoke alarm"", ""Dishes and silverware"", ""Patio or balcony"", ""Lockbox"", ""Baking sheet"", ""Self check-in"", ""Carbon monoxide alarm"", ""Hot water"", ""Dedicated workspace"", ""Central air conditioning"", ""Cooking basics"", ""Essentials"", ""Iron"", ""Refrigerator"", ""Shampoo"", ""Oven"", ""Bed linens"", ""Clothing storage: closet and dresser"", ""Stove"", ""Kitchen"", ""Free parking on premises"", ""Hangers"", ""Extra pillows and blankets"", ""Blender"", ""Central heating"", ""Body soap"", ""Hair dryer"", ""Bathtub"", ""Microwave"", ""Conditioner""]",1,36,3.912023005428146
109.0,Entire home/apt,2,1.0,1.0,1.0,35.58774,-82.48908,28805,4.95,4.99,4.91,4.9,1,0,"[""Mini fridge"", ""Garden view"", ""AC - split type ductless system"", ""Coffee"", ""Cleaning products"", ""Wine glasses"", ""Wifi"", ""Smoke alarm"", ""Self check-in"", ""Outdoor furniture"", ""Carbon monoxide alarm"", ""Hot water"", ""Coffee maker: Keurig coffee machine"", ""Keypad"", ""Books and reading material"", ""Essentials"", ""Iron"", ""Shared patio or balcony"", ""Bed linens"", ""Free parking on premises"", ""Clothing storage"", ""Hangers"", ""Extra pillows and blankets"", ""Private entrance"", ""Private backyard \u2013 Fully fenced"", ""Heating"", ""Body soap"", ""Hair dryer"", ""HDTV with Roku"", ""Room-darkening shades""]",1,30,4.700480365792417
70.0,Entire home/apt,3,1.0,2.0,1.0,35.60526,-82.55982,28801,4.86,4.93,4.79,4.87,1,0,"[""Electric stove"", ""Coffee maker"", ""Clothing storage: closet and wardrobe"", ""Ceiling fan"", ""Toaster"", ""Coffee"", ""Cleaning products"", ""Wine glasses"", ""Fire extinguisher"", ""Smoke alarm"", ""Dishes and silverware"", ""Patio or balcony"", ""Lockbox"", ""Baking sheet"", ""Free dryer \u2013 In unit"", ""Self check-in"", ""Outdoor furniture"", ""Shower gel"", ""Hot water"", ""Dedicated workspace"", ""Dining table"", ""Window AC unit"", ""Books and reading material"", ""Cooking basics"", ""Single level home"", ""Essentials"", ""Iron"", ""TV with Netflix, Roku"", ""Refrigerator"", ""Pets allowed"", ""Free washer \u2013 In unit"", ""Hot water kettle"", ""Freezer"", ""Bed linens"", ""Kitchen"", ""Free parking on premises"", ""Hangers"", ""Extra pillows and blankets"", ""Blender"", ""Private backyard \u2013 Fully fenced"", ""First aid kit"", ""Heating"", ""Microwave"", ""Hair dryer"", ""Bathtub""]",1,46,4.2626798770413155
153.0,Entire home/apt,5,2.0,2.0,1.0,35.56649398803711,-82.5246353149414,28803,4.83,4.89,4.93,4.88,1,0,"[""Pack \u2019n play/Travel crib - available upon request"", ""Ceiling fan"", ""Toaster"", ""Coffee"", ""Cleaning products"", ""Wine glasses"", ""Wifi"", ""Fire extinguisher"", ""Smoke alarm"", ""Dishes and silverware"", ""Baking sheet"", ""Self check-in"", ""Outdoor furniture"", ""Long term stays allowed"", ""Shower gel"", ""Carbon monoxide alarm"", ""Hot water"", ""Coffee maker: Keurig coffee machine"", ""Kayak"", ""Dedicated workspace"", ""Dining table"", ""Keypad"", ""Central air conditioning"", ""Luggage dropoff allowed"", ""Single level home"", ""Cooking basics"", ""Free driveway parking on premises"", ""Essentials"", ""Iron"", ""Children\u2019s bikes"", ""Shampoo"", ""Refrigerator"", ""Hot water kettle"", ""Oven"", ""Freezer"", ""Bed linens"", ""Clothing storage: closet and dresser"", ""Stove"", ""TV with Fire TV, Roku"", ""Kitchen"", ""Hangers"", ""Extra pillows and blankets"", ""Board games"", ""Blender"", ""Private entrance"", ""First aid kit"", ""Fire pit"", ""Exterior security cameras on property"", ""Laundromat nearby"", ""Heating"", ""Private backyard \u2013 Not fully fenced"", ""Portable fans"", ""Body soap"", ""Hair dryer"", ""Bathtub"", ""Standalone high chair"", ""Indoor fireplace"", ""Microwave"", ""Conditioner"", ""Room-darkening shades""]",1,61,5.0369526024136295
69.0,Entire home/apt,2,1.0,1.0,1.0,35.59496,-82.5886,28806,4.95,4.96,4.86,4.9,0,0,"[""Mini fridge"", ""Outdoor dining area"", ""Coffee maker"", ""Ceiling fan"", ""Toaster"", ""Coffee"", ""Cleaning products"", ""Wine glasses"", ""Wifi"", ""Smoke alarm"", ""Dishes and silverware"", ""Lockbox"", ""Baking sheet"", ""Self check-in"", ""Air conditioning"", ""Outdoor furniture"", ""Long term stays allowed"", ""Shower gel"", ""Dryer"", ""Hot water"", ""Safe"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Luggage dropoff allowed"", ""Backyard"", ""Free street parking"", ""Private patio or balcony"", ""Single level home"", ""Cooking basics"", ""Essentials"", ""Iron"", ""Refrigerator"", ""Shampoo"", ""Pets allowed"", ""Oven"", ""Bed linens"", ""Stove"", ""Kitchen"", ""Free parking on premises"", ""Hangers"", ""Extra pillows and blankets"", ""Washer"", ""Private entrance"", ""Fire pit"", ""Heating"", ""Body soap"", ""Microwave"", ""Conditioner"", ""Room-darkening shades""]",1,49,4.248495242049359
90.0,Private room,2,1.0,1.0,1.0,35.5775,-82.60328,28806,4.9,4.97,4.94,4.88,0,0,"[""Coffee maker"", ""Cleaning products"", ""Wifi"", ""Fire extinguisher"", ""Smoke alarm"", ""Air conditioning"", ""Shower gel"", ""Dryer"", ""Hot water"", ""Pack \u2019n play/Travel crib"", ""Dedicated workspace"", ""Essentials"", ""TV"", ""Iron"", ""Refrigerator"", ""Shampoo"", ""Bed linens"", ""Free parking on premises"", ""Hangers"", ""Private living room"", ""Washer"", ""Private entrance"", ""Heating"", ""Body soap"", ""Hair dryer"", ""Bathtub"", ""Conditioner"", ""Children\u2019s books and toys""]",1,28,4.51085950651685
300.0,Entire home/apt,6,3.0,4.0,2.0,35.48019,-82.50757,28704,5.0,4.97,4.97,4.92,1,0,"[""Outdoor dining area"", ""Coffee maker"", ""Ceiling fan"", ""Toaster"", ""Coffee"", ""Wine glasses"", ""Wifi"", ""Dishwasher"", ""Fire extinguisher"", ""Smoke alarm"", ""Dishes and silverware"", ""Patio or balcony"", ""Baking sheet"", ""Air conditioning"", ""Outdoor furniture"", ""Long term stays allowed"", ""Dryer"", ""Hot water"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Dining table"", ""Backyard"", ""Books and reading material"", ""Fireplace guards"", ""TV with standard cable"", ""Essentials"", ""Cooking basics"", ""Iron"", ""Single level home"", ""Refrigerator"", ""Shampoo"", ""Pets allowed"", ""Hot water kettle"", ""Oven"", ""Freezer"", ""Bed linens"", ""Mountain view"", ""Stove"", ""Private hot tub"", ""BBQ grill"", ""Kitchen"", ""Free parking on premises"", ""Clothing storage"", ""Hangers"", ""Extra pillows and blankets"", ""Washer"", ""Board games"", ""Blender"", ""Private entrance"", ""First aid kit"", ""Fire pit"", ""Laundromat nearby"", ""Heating"", ""Portable fans"", ""Body soap"", ""Hair dryer"", ""Microwave"", ""Indoor fireplace"", ""Conditioner"", ""Room-darkening shades""]",1,60,5.707110264748875
113.0,Entire home/apt,4,0.0,2.0,1.0,35.591670989990234,-82.55351257324219,28801,4.92,4.92,4.98,4.84,1,1,"[""Pack \u2019n play/Travel crib - available upon request"", ""Wifi"", ""Fire extinguisher"", ""Smoke alarm"", ""Dishes and silverware"", ""Self check-in"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Hot water"", ""Keypad"", ""Free parking on premises \u2013 1 space"", ""Luggage dropoff allowed"", ""Free street parking"", ""Cooking basics"", ""Essentials"", ""Iron"", ""TV with Roku"", ""Refrigerator"", ""Shampoo"", ""Coffee maker: drip coffee maker, french press"", ""Oven"", ""Stove"", ""Kitchen"", ""Hangers"", ""First aid kit"", ""Heating"", ""Hair dryer"", ""Crib""]",1,29,4.736198448394496
70.0,Private room,2,1.0,1.0,1.0,35.62758,-82.57445,28804,4.82,4.82,4.85,4.9,0,0,"[""Mini fridge"", ""Coffee maker"", ""Ceiling fan"", ""Toaster"", ""Coffee"", ""Cleaning products"", ""Wifi"", ""Dishwasher"", ""Fire extinguisher"", ""Smoke alarm"", ""Dishes and silverware"", ""Outdoor furniture"", ""Dryer"", ""Hot water"", ""Carbon monoxide alarm"", ""Dining table"", ""Central air conditioning"", ""Backyard"", ""Books and reading material"", ""Essentials"", ""Iron"", ""Lock on bedroom door"", ""Refrigerator"", ""Shampoo"", ""Oven"", ""Freezer"", ""Bed linens"", ""Clothing storage: closet and dresser"", ""Stove"", ""Kitchen"", ""Free parking on premises"", ""Hangers"", ""Extra pillows and blankets"", ""Washer"", ""Board games"", ""First aid kit"", ""Laundromat nearby"", ""Heating"", ""Portable fans"", ""Microwave"", ""Hair dryer"", ""Bathtub""]",1,42,4.2626798770413155
147.0,Entire home/apt,4,2.0,2.0,1.0,35.60604,-82.55859,28801,4.86,4.59,4.86,4.72,1,0,"[""Garden view"", ""Outdoor dining area"", ""Coffee maker"", ""Frigidaire gas stove"", ""Ceiling fan"", ""Toaster"", ""Coffee"", ""Rice maker"", ""Cleaning products"", ""Wine glasses"", ""Drying rack for clothing"", ""Dishwasher"", ""Fire extinguisher"", ""Smoke alarm"", ""Dishes and silverware"", ""Hammock"", ""Baking sheet"", ""Free dryer \u2013 In unit"", ""Self check-in"", ""Outdoor furniture"", ""Long term stays allowed"", ""55 inch HDTV with Amazon Prime Video, HBO Max, Hulu, Netflix, Roku"", ""Shower gel"", ""Carbon monoxide alarm"", ""Hot water"", ""Dedicated workspace"", ""Dining table"", ""Keypad"", ""Fast wifi \u2013 166 Mbps"", ""Record player"", ""Free street parking"", ""Private patio or balcony"", ""Books and reading material"", ""Sound system"", ""Cooking basics"", ""Essentials"", ""Single level home"", ""Iron"", ""Refrigerator"", ""Shampoo"", ""Pets allowed"", ""Free washer \u2013 In unit"", ""Babysitter recommendations"", ""Freezer"", ""City skyline view"", ""Bed linens"", ""Oven"", ""Hot water kettle"", ""BBQ grill"", ""Kitchen"", ""Free parking on premises"", ""Hangers"", ""Extra pillows and blankets"", ""Ethernet connection"", ""Board games"", ""Blender"", ""Private entrance"", ""First aid kit"", ""Private backyard \u2013 Fully fenced"", ""Barbecue utensils"", ""Fire pit"", ""Heating"", ""Portable fans"", ""Body soap"", ""Microwave"", ""Bathtub"", ""Conditioner"", ""Room-darkening shades""]",1,72,4.997212273764115
113.0,Entire home/apt,2,1.0,2.0,1.0,35.64308,-82.48054,28805,4.84,4.91,4.82,4.86,1,0,"[""25 inch HDTV with DVD player"", ""Outdoor dining area"", ""AC - split type ductless system"", ""Coffee maker"", ""Wifi"", ""Dishwasher"", ""Fire extinguisher"", ""Smoke alarm"", ""Dishes and silverware"", ""Lockbox"", ""Free dryer \u2013 In unit"", ""Self check-in"", ""Outdoor furniture"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Hot water"", ""Dedicated workspace"", ""Valley view"", ""Single level home"", ""Cooking basics"", ""Essentials"", ""Iron"", ""Shared backyard \u2013 Not fully fenced"", ""Shared patio or balcony"", ""Refrigerator"", ""Shampoo"", ""Free washer \u2013 In unit"", ""Oven"", ""Bed linens"", ""Mountain view"", ""Pocket wifi"", ""BBQ grill"", ""Kitchen"", ""Free parking on premises"", ""Hangers"", ""Extra pillows and blankets"", ""Private entrance"", ""Fire pit"", ""First aid kit"", ""Heating"", ""Microwave"", ""Hair dryer"", ""GE electric stove""]",1,43,4.736198448394496
75.0,Entire home/apt,2,1.0,2.0,1.0,35.57959,-82.59503,28806,4.69,4.65,4.94,4.68,1,0,"[""Coffee maker"", ""Wifi"", ""Fire extinguisher"", ""Smoke alarm"", ""Dishes and silverware"", ""Patio or balcony"", ""Self check-in"", ""Air conditioning"", ""Dryer"", ""Hot water"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Keypad"", ""Backyard"", ""Single level home"", ""Cooking basics"", ""Essentials"", ""TV"", ""Iron"", ""Refrigerator"", ""Shampoo"", ""Bed linens"", ""Kitchen"", ""Free parking on premises"", ""Hangers"", ""Extra pillows and blankets"", ""Washer"", ""Ethernet connection"", ""Private entrance"", ""First aid kit"", ""Heating"", ""Microwave"", ""Hair dryer""]",1,33,4.330733340286331
98.0,Entire home/apt,7,3.0,3.0,2.0,35.57426,-82.64398,28806,4.78,4.8,4.69,4.7,0,1,"[""HDTV with Amazon Prime Video, Chromecast, Disney+, Hulu, Apple TV, HBO Max, Netflix, Fire TV"", ""Coffee maker"", ""Ceiling fan"", ""Cleaning products"", ""Wine glasses"", ""Wifi"", ""Dishwasher"", ""Fire extinguisher"", ""Smoke alarm"", ""Dishes and silverware"", ""Patio or balcony"", ""Baking sheet"", ""Beach essentials"", ""Outdoor furniture"", ""Self check-in"", ""Dryer"", ""Hot water"", ""Dining table"", ""Keypad"", ""Central air conditioning"", ""Single level home"", ""Cooking basics"", ""Essentials"", ""Iron"", ""Refrigerator"", ""Pets allowed"", ""Oven"", ""Bed linens"", ""Clothing storage: closet and dresser"", ""Washer \u2013\u00a0In unit"", ""Stove"", ""Private hot tub"", ""BBQ grill"", ""Kitchen"", ""Free parking on premises"", ""Hangers"", ""Extra pillows and blankets"", ""Board games"", ""Blender"", ""Private entrance"", ""First aid kit"", ""Exterior security cameras on property"", ""Barbecue utensils"", ""Heating"", ""Portable fans"", ""Microwave"", ""Hair dryer"", ""Bathtub"", ""Private outdoor pool - available seasonally, open 24 hours, pool cover, pool toys"", ""Children\u2019s books and toys"", ""Backyard - Not fully fenced""]",1,61,4.59511985013459
100.0,Entire home/apt,2,1.0,1.0,1.0,35.63074,-82.58481,28804,4.91,4.84,4.88,4.87,1,0,"[""Garden view"", ""Outdoor dining area"", ""Clothing storage: closet"", ""Coffee maker"", ""Ceiling fan"", ""Wine glasses"", ""Drying rack for clothing"", ""Fire extinguisher"", ""Smoke alarm"", ""Dishes and silverware"", ""Self check-in"", ""Outdoor furniture"", ""Long term stays allowed"", ""Dryer"", ""Hot water"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Dining table"", ""Keypad"", ""Central air conditioning"", ""Luggage dropoff allowed"", ""Fast wifi \u2013 107 Mbps"", ""Private patio or balcony"", ""Single level home"", ""Cooking basics"", ""Essentials"", ""Iron"", ""Refrigerator"", ""Shampoo"", ""Hot water kettle"", ""Lake access"", ""EV charger"", ""Bed linens"", ""BBQ grill"", ""Kitchen"", ""Free parking on premises"", ""Hangers"", ""Extra pillows and blankets"", ""Washer"", ""Private entrance"", ""Fire pit"", ""First aid kit"", ""Barbecue utensils"", ""Private backyard \u2013 Not fully fenced"", ""Bikes"", ""Central heating"", ""Microwave"", ""Hair dryer"", ""Indoor fireplace""]",1,49,4.61512051684126
109.0,Entire home/apt,3,1.0,1.0,1.0,35.56688,-82.53192,28803,4.81,4.83,4.9,4.77,1,1,"[""Coffee maker"", ""Wifi"", ""Smoke alarm"", ""Dishes and silverware"", ""Self check-in"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Hot water"", ""Smart lock"", ""Free street parking"", ""Essentials"", ""Iron"", ""Refrigerator"", ""Shampoo"", ""Free parking on premises"", ""Hangers"", ""Private entrance"", ""Heating"", ""Microwave"", ""Hair dryer""]",1,20,4.700480365792417
63.0,Entire home/apt,2,1.0,3.0,1.0,35.57507,-82.53656,28803,4.75,5.0,4.88,4.5,0,0,"[""Outdoor dining area"", ""AC - split type ductless system"", ""Coffee maker"", ""Ceiling fan"", ""Cleaning products"", ""Clothing storage: closet, wardrobe, and dresser"", ""Wine glasses"", ""Wifi"", ""Dishwasher"", ""Fire extinguisher"", ""Smoke alarm"", ""Dishes and silverware"", ""Lockbox"", ""Baking sheet"", ""Free dryer \u2013 In unit"", ""Self check-in"", ""Outdoor furniture"", ""Long term stays allowed"", ""Pack \u2019n play/Travel crib"", ""Carbon monoxide alarm"", ""Hot water"", ""Dedicated workspace"", ""Dining table"", ""Luggage dropoff allowed"", ""Free street parking"", ""Private patio or balcony"", ""Books and reading material"", ""Cooking basics"", ""TV with standard cable"", ""Essentials"", ""Iron"", ""Refrigerator"", ""Free washer \u2013 In unit"", ""Oven"", ""Freezer"", ""Bed linens"", ""Hot water kettle"", ""BBQ grill"", ""Kitchen"", ""Free parking on premises"", ""Hangers"", ""Extra pillows and blankets"", ""Board games"", ""Blender"", ""Private entrance"", ""First aid kit"", ""Barbecue utensils"", ""Heating"", ""Microwave"", ""Hair dryer"", ""Bathtub"", ""Room-darkening shades""]",1,54,4.1588830833596715
104.0,Entire home/apt,2,1.0,1.0,1.0,35.60133,-82.5548,28801,4.94,4.96,4.96,4.9,1,0,"[""Coffee maker"", ""Wifi"", ""Fire extinguisher"", ""Smoke alarm"", ""Dishes and silverware"", ""Patio or balcony"", ""Self check-in"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Hot water"", ""Luggage dropoff allowed"", ""Smart lock"", ""Backyard"", ""Free street parking"", ""Cooking basics"", ""Essentials"", ""TV"", ""Refrigerator"", ""Shampoo"", ""Oven"", ""Bed linens"", ""Stove"", ""Kitchen"", ""Hangers"", ""Private entrance"", ""Exterior security cameras on property"", ""Heating"", ""Microwave"", ""Hair dryer"", ""Bathtub"", ""Room-darkening shades""]",1,31,4.653960350157523
94.0,Entire home/apt,4,2.0,2.0,1.5,35.58063,-82.53814,28803,4.95,4.76,4.95,4.95,1,0,"[""Stainless steel electric stove"", ""Toaster"", ""Coffee"", ""Cleaning products"", ""Drying rack for clothing"", ""Wifi"", ""Fire extinguisher"", ""Smoke alarm"", ""Dishes and silverware"", ""Patio or balcony"", ""Lockbox"", ""Baking sheet"", ""Free dryer \u2013 In unit"", ""Self check-in"", ""Outdoor furniture"", ""Long term stays allowed"", ""Hot water"", ""Dedicated workspace"", ""Dining table"", ""Central air conditioning"", ""Books and reading material"", ""Cooking basics"", ""Single level home"", ""Essentials"", ""Iron"", ""Refrigerator"", ""Free washer \u2013 In unit"", ""Oven"", ""Freezer"", ""Bed linens"", ""Hot water kettle"", ""Coffee maker: drip coffee maker, french press"", ""Kitchen"", ""Free parking on premises"", ""Clothing storage"", ""Hangers"", ""Extra pillows and blankets"", ""Board games"", ""Blender"", ""Private entrance"", ""Heating"", ""Microwave"", ""Hair dryer"", ""Bathtub"", ""TV with Netflix, HBO Max""]",1,47,4.553876891600541
