price,room_type,accommodates,bedrooms,beds,bathrooms,latitude,longitude,neighbourhood_cleansed,review_scores_rating,review_scores_cleanliness,review_scores_location,review_scores_value,host_is_superhost,instant_bookable,amenities,has_reviews,amenities_count,log_price
141.0,Entire home/apt,6,4.0,4.0,3.0,35.48027,-82.56665,28704,4.99,4.96,4.77,4.93,1,0,"[""Stainless steel oven"", ""Outdoor dining area"", ""Clothing storage: closet"", ""Private backyard"", ""Toaster"", ""Cleaning products"", ""Wine glasses"", ""Wifi"", ""Dishwasher"", ""Fire extinguisher"", ""Smoke alarm"", ""Dishes and silverware"", ""Hammock"", ""Baking sheet"", ""Free dryer \u2013 In unit"", ""Self check-in"", ""Outdoor furniture"", ""Long term stays allowed"", ""Shower gel"", ""Carbon monoxide alarm"", ""Hot water"", ""Dedicated workspace"", ""Dining table"", ""Keypad"", ""Central air conditioning"", ""Coffee maker: Keurig coffee machine, pour-over coffee"", ""Private patio or balcony"", ""Cooking basics"", ""Essentials"", ""TV"", ""Iron"", ""Refrigerator"", ""Shampoo"", ""Free washer \u2013 In unit"", ""Freezer"", ""Bed linens"", ""Mountain view"", ""Kitchen"", ""Free parking on premises"", ""Hangers"", ""Board games"", ""Blender"", ""First aid kit"", ""Central heating"", ""Body soap"", ""Hair dryer"", ""Bathtub"", ""Microwave"", ""Stainless steel stove""]",1,50,4.955827057601261
235.0,Entire home/apt,14,6.0,6.0,3.0,35.61086,-82.46774,28805,4.95,4.91,4.84,4.81,1,0,"[""Toaster"", ""Wifi"", ""Dishwasher"", ""Fire extinguisher"", ""Smoke alarm"", ""Dishes and silverware"", ""BBQ grill: gas"", ""Free dryer \u2013 In unit"", ""Self check-in"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Hot water"", ""Central air conditioning"", ""Luggage dropoff allowed"", ""Smart lock"", ""Private patio or balcony"", ""Books and reading material"", ""Cooking basics"", ""Essentials"", ""TV"", ""Iron"", ""Coffee maker: drip coffee maker, Keurig coffee machine"", ""Refrigerator"", ""Shampoo"", ""Pets allowed"", ""Free washer \u2013 In unit"", ""Oven"", ""Hot water kettle"", ""Bed linens"", ""Stove"", ""Private hot tub"", ""Kitchen"", ""Indoor fireplace: wood-burning"", ""Hangers"", ""Extra pillows and blankets"", ""Free parking on premises"", ""Private entrance"", ""First aid kit"", ""Exterior security cameras on property"", ""Private backyard \u2013 Not fully fenced"", ""Central heating"", ""Microwave"", ""Hair dryer"", ""Bathtub"", ""Room-darkening shades""]",1,46,5.4638318050256105
106.0,Entire home/apt,4,1.0,2.0,1.0,35.62377,-82.55777,28804,4.98,4.98,4.96,4.94,1,1,"[""Mini fridge"", ""Outdoor dining area"", ""Ceiling fan"", ""Coffee"", ""Cleaning products"", ""Wine glasses"", ""Wifi"", ""Smoke alarm"", ""Dishes and silverware"", ""Lockbox"", ""Hammock"", ""Self check-in"", ""Shower gel"", ""Coffee maker: Keurig coffee machine"", ""Hot water"", ""Dedicated workspace"", ""Dining table"", ""Central air conditioning"", ""Luggage dropoff allowed"", ""Private patio or balcony"", ""Essentials"", ""Shampoo"", ""Pets allowed"", ""Freezer"", ""Bed linens"", ""Mountain view"", ""Clothing storage: closet and dresser"", ""Free parking on premises"", ""Hangers"", ""Extra pillows and blankets"", ""Board games"", ""Private entrance"", ""Central heating"", ""Body soap"", ""Hair dryer"", ""Bathtub"", ""Microwave"", ""Conditioner"", ""Room-darkening shades"", ""44 inch HDTV with Roku""]",1,40,4.672828834461906
89.0,Entire home/apt,6,3.0,3.0,2.5,35.56,-82.65179,28715,4.93,4.94,4.72,4.86,1,1,"[""Electric stove"", ""Coffee maker"", ""Ceiling fan"", ""Toaster"", ""Coffee"", ""Wine glasses"", ""Wifi"", ""Dishwasher"", ""Fire extinguisher"", ""Smoke alarm"", ""Dishes and silverware"", ""Baking sheet"", ""Free dryer \u2013 In unit"", ""Self check-in"", ""Air conditioning"", ""Outdoor furniture"", ""Long term stays allowed"", ""Shower gel"", ""Pack \u2019n play/Travel crib"", ""Hot water"", ""Carbon monoxide alarm"", ""Dining table"", ""Smart lock"", ""Children\u2019s dinnerware"", ""Backyard"", ""Cooking basics"", ""Essentials"", ""TV"", ""Iron"", ""Refrigerator"", ""Shampoo"", ""Pets allowed"", ""Free washer \u2013 In unit"", ""Oven"", ""Freezer"", ""Bed linens"", ""Kitchen"", ""Free parking on premises"", ""Clothing storage"", ""Hangers"", ""Extra pillows and blankets"", ""Private entrance"", ""Exterior security cameras on property"", ""Heating"", ""Microwave"", ""Hair dryer"", ""Bathtub"", ""Indoor fireplace"", ""Conditioner""]",1,49,4.499809670330265
108.0,Entire home/apt,4,1.0,2.0,1.0,35.58074,-82.57599,28806,4.95,4.95,5.0,4.93,0,0,"[""Mini fridge"", ""Outdoor dining area"", ""Ceiling fan"", ""Coffee"", ""Wine glasses"", ""Wifi"", ""Smoke alarm"", ""Dishes and silverware"", ""Self check-in"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Keypad"", ""Essentials"", ""TV"", ""Shampoo"", ""Oven"", ""Kitchen"", ""Hangers"", ""Board games"", ""Private entrance"", ""Exterior security cameras on property"", ""Heating"", ""Body soap"", ""Microwave"", ""Conditioner"", ""Coffee maker: drip coffee maker""]",1,26,4.6913478822291435
399.0,Entire home/apt,16,7.0,8.0,3.5,35.60833,-82.6333,28806,4.95,4.88,4.87,4.79,0,1,"[""Private gym"", ""Stainless steel oven"", ""Pack \u2019n play/Travel crib - available upon request"", ""Electric stove"", ""Outdoor dining area"", ""Private sauna"", ""Private backyard"", ""Ceiling fan"", ""Toaster"", ""Coffee"", ""Cleaning products"", ""Wine glasses"", ""Wifi"", ""Dishwasher"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Fire extinguisher"", ""Smoke alarm"", ""Dishes and silverware"", ""Hammock"", ""Baking sheet"", ""Free dryer \u2013 In unit"", ""BBQ grill: gas"", ""Self check-in"", ""Outdoor furniture"", ""Shower gel"", ""Pool table"", ""Hot water"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Ping pong table"", ""Dining table"", ""Keypad"", ""Central air conditioning"", ""Children\u2019s dinnerware"", ""Indoor fireplace: gas"", ""Private patio or balcony"", ""Books and reading material"", ""Cooking basics"", ""Essentials"", ""Exercise equipment"", ""Iron"", ""Coffee maker: drip coffee maker, Keurig coffee machine"", ""Refrigerator"", ""Shampoo"", ""Free washer \u2013 In unit"", ""Hot water kettle"", ""Freezer"", ""Bed linens"", ""Mountain view"", ""Game console"", ""Private hot tub"", ""Kitchen"", ""Free parking on premises"", ""Hangers"", ""Extra pillows and blankets"", ""65 inch HDTV"", ""Ethernet connection"", ""Board games"", ""Blender"", ""Fire pit"", ""Arcade games"", ""First aid kit"", ""Exterior security cameras on property"", ""Barbecue utensils"", ""High chair"", ""Laundromat nearby"", ""Central heating"", ""Portable fans"", ""Body soap"", ""Hair dryer"", ""Bathtub"", ""Microwave"", ""Conditioner"", ""Crib"", ""Room-darkening shades""]",1,78,5.991464547107982
131.0,Entire home/apt,6,3.0,5.0,2.0,35.59628,-82.46194,28805,5.0,4.67,5.0,5.0,0,0,"[""Outdoor dining area"", ""Wifi"", ""Fire extinguisher"", ""Smoke alarm"", ""Lockbox"", ""Self check-in"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Private patio or balcony"", ""TV"", ""Refrigerator"", ""Pets allowed"", ""Free parking on premises"", ""Kitchen"", ""Washer"", ""Fire pit"", ""First aid kit"", ""Private backyard \u2013 Not fully fenced"", ""Hair dryer"", ""Indoor fireplace""]",1,21,4.882801922586371
206.0,Entire home/apt,6,3.0,5.0,2.5,35.54683,-82.5104,28803,4.97,4.95,4.8,4.94,1,0,"[""Outdoor dining area"", ""Ceiling fan"", ""Toaster"", ""Coffee"", ""Cleaning products"", ""Wine glasses"", ""Wifi"", ""Dishwasher"", ""Fire extinguisher"", ""Smoke alarm"", ""Dishes and silverware"", ""60 inch HDTV with Roku"", ""Baking sheet"", ""Free dryer \u2013 In unit"", ""Self check-in"", ""Outdoor furniture"", ""Long term stays allowed"", ""Shower gel"", ""Carbon monoxide alarm"", ""Hot water"", ""Coffee maker: Keurig coffee machine"", ""Dedicated workspace"", ""Dining table"", ""Central air conditioning"", ""Smart lock"", ""Private patio or balcony"", ""Books and reading material"", ""Cooking basics"", ""Essentials"", ""Iron"", ""Refrigerator"", ""Shampoo"", ""Free washer \u2013 In unit"", ""Oven"", ""Freezer"", ""Bed linens"", ""Hot water kettle"", ""Kitchen"", ""Free parking on premises"", ""Hangers"", ""Extra pillows and blankets"", ""Ethernet connection"", ""Blender"", ""Private entrance"", ""Private backyard \u2013 Fully fenced"", ""First aid kit"", ""Exterior security cameras on property"", ""Central heating"", ""Stainless steel induction stove"", ""Body soap"", ""Hair dryer"", ""Bathtub"", ""Microwave"", ""Cleaning available during stay"", ""Conditioner"", ""Room-darkening shades""]",1,56,5.332718793265369
248.0,Entire home/apt,8,4.0,4.0,4.5,35.64065,-82.57458,28804,5.0,5.0,4.96,4.83,1,1,"[""Coffee maker"", ""Ceiling fan"", ""Toaster"", ""Wifi"", ""Dishwasher"", ""Fire extinguisher"", ""Smoke alarm"", ""Dishes and silverware"", ""Patio or balcony"", ""Self check-in"", ""Air conditioning"", ""Pack \u2019n play/Travel crib"", ""Dryer"", ""Hot water"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Smart lock"", ""Free street parking"", ""Cooking basics"", ""Essentials"", ""TV"", ""Iron"", ""Refrigerator"", ""Shampoo"", ""Pets allowed"", ""Oven"", ""Freezer"", ""Bed linens"", ""Stove"", ""EV charger"", ""Kitchen"", ""Free parking on premises"", ""Hangers"", ""Extra pillows and blankets"", ""Washer"", ""Private entrance"", ""First aid kit"", ""Heating"", ""Microwave"", ""Hair dryer"", ""Bathtub"", ""Indoor fireplace"", ""Hot tub""]",1,43,5.517452896464707
243.0,Entire home/apt,8,4.0,5.0,3.5,35.6417298,-82.573983,28804,5.0,5.0,4.89,4.85,1,1,"[""Coffee maker"", ""Ceiling fan"", ""Toaster"", ""Wifi"", ""Dishwasher"", ""Fire extinguisher"", ""Smoke alarm"", ""Dishes and silverware"", ""Patio or balcony"", ""Self check-in"", ""Air conditioning"", ""Dryer"", ""Hot water"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Smart lock"", ""Free street parking"", ""Cooking basics"", ""Essentials"", ""TV"", ""Iron"", ""Refrigerator"", ""Shampoo"", ""Pets allowed"", ""Oven"", ""Freezer"", ""Bed linens"", ""Stove"", ""EV charger"", ""Kitchen"", ""Free parking on premises"", ""Hangers"", ""Extra pillows and blankets"", ""Washer"", ""Private entrance"", ""First aid kit"", ""Heating"", ""Microwave"", ""Hair dryer"", ""Bathtub"", ""Indoor fireplace"", ""Hot tub"", ""Room-darkening shades""]",1,43,5.497168225293202
212.0,Entire home/apt,8,4.0,6.0,4.5,35.6417298,-82.573983,28804,4.94,5.0,4.97,4.81,1,1,"[""Coffee maker"", ""Ceiling fan"", ""Toaster"", ""Wifi"", ""Dishwasher"", ""Fire extinguisher"", ""Smoke alarm"", ""Dishes and silverware"", ""Patio or balcony"", ""Self check-in"", ""Air conditioning"", ""Dryer"", ""Hot water"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Smart lock"", ""Free street parking"", ""Cooking basics"", ""Essentials"", ""TV"", ""Refrigerator"", ""Shampoo"", ""Pets allowed"", ""Oven"", ""Freezer"", ""Bed linens"", ""Stove"", ""EV charger"", ""Kitchen"", ""Free parking on premises"", ""Hangers"", ""Extra pillows and blankets"", ""Washer"", ""Private entrance"", ""First aid kit"", ""Heating"", ""Microwave"", ""Hair dryer"", ""Bathtub"", ""Indoor fireplace"", ""Hot tub"", ""Room-darkening shades""]",1,42,5.3612921657094255
218.0,Entire home/apt,8,4.0,4.0,4.5,35.6417298,-82.573983,28804,4.9,4.97,4.9,4.9,1,1,"[""Coffee maker"", ""Ceiling fan"", ""Toaster"", ""Wifi"", ""Dishwasher"", ""Fire extinguisher"", ""Smoke alarm"", ""Dishes and silverware"", ""Patio or balcony"", ""Self check-in"", ""Air conditioning"", ""Dryer"", ""Hot water"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Smart lock"", ""Free street parking"", ""Cooking basics"", ""TV"", ""Iron"", ""Refrigerator"", ""Shampoo"", ""Pets allowed"", ""Oven"", ""Freezer"", ""Bed linens"", ""Stove"", ""EV charger"", ""BBQ grill"", ""Kitchen"", ""Free parking on premises"", ""Hangers"", ""Extra pillows and blankets"", ""Washer"", ""Private entrance"", ""First aid kit"", ""Heating"", ""Microwave"", ""Hair dryer"", ""Indoor fireplace"", ""Hot tub"", ""Room-darkening shades""]",1,42,5.389071729816501
179.0,Entire home/apt,8,4.0,4.0,4.5,35.6417298,-82.573983,28804,4.96,4.92,4.88,4.92,1,1,"[""Coffee maker"", ""Ceiling fan"", ""Toaster"", ""Wifi"", ""Dishwasher"", ""Fire extinguisher"", ""Smoke alarm"", ""Dishes and silverware"", ""Self check-in"", ""Air conditioning"", ""Dryer"", ""Hot water"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Smart lock"", ""Free street parking"", ""Cooking basics"", ""TV"", ""Iron"", ""Refrigerator"", ""Shampoo"", ""Pets allowed"", ""Oven"", ""Freezer"", ""Bed linens"", ""Stove"", ""EV charger"", ""Kitchen"", ""Free parking on premises"", ""Hangers"", ""Extra pillows and blankets"", ""Washer"", ""Private entrance"", ""First aid kit"", ""Heating"", ""Microwave"", ""Hair dryer"", ""Bathtub"", ""Indoor fireplace"", ""Hot tub"", ""Room-darkening shades""]",1,41,5.19295685089021
215.0,Entire home/apt,8,4.0,5.0,3.5,35.6417298,-82.573983,28804,4.89,4.95,5.0,4.89,1,1,"[""Coffee maker"", ""Ceiling fan"", ""Toaster"", ""Wifi"", ""Dishwasher"", ""Fire extinguisher"", ""Smoke alarm"", ""Dishes and silverware"", ""Patio or balcony"", ""Self check-in"", ""Air conditioning"", ""Dryer"", ""Hot water"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Smart lock"", ""Free street parking"", ""Cooking basics"", ""Essentials"", ""TV"", ""Iron"", ""Refrigerator"", ""Shampoo"", ""Pets allowed"", ""Hot water kettle"", ""Oven"", ""Freezer"", ""Bed linens"", ""Stove"", ""EV charger"", ""Kitchen"", ""Free parking on premises"", ""Hangers"", ""Washer"", ""Private entrance"", ""First aid kit"", ""Heating"", ""Microwave"", ""Hair dryer"", ""Bathtub"", ""Indoor fireplace"", ""Hot tub"", ""Room-darkening shades""]",1,43,5.375278407684165
221.0,Entire home/apt,8,4.0,5.0,4.5,35.6417298,-82.573983,28804,5.0,4.96,5.0,4.84,1,1,"[""Coffee maker"", ""Ceiling fan"", ""Toaster"", ""Wifi"", ""Dishwasher"", ""Fire extinguisher"", ""Smoke alarm"", ""Dishes and silverware"", ""Patio or balcony"", ""Self check-in"", ""Air conditioning"", ""Dryer"", ""Hot water"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Smart lock"", ""Free street parking"", ""Cooking basics"", ""Essentials"", ""TV"", ""Iron"", ""Refrigerator"", ""Shampoo"", ""Pets allowed"", ""Oven"", ""Freezer"", ""Bed linens"", ""Stove"", ""EV charger"", ""Kitchen"", ""Free parking on premises"", ""Hangers"", ""Extra pillows and blankets"", ""Washer"", ""Private entrance"", ""First aid kit"", ""Heating"", ""Microwave"", ""Hair dryer"", ""Bathtub"", ""Indoor fireplace"", ""Hot tub"", ""Room-darkening shades""]",1,43,5.402677381872279
222.0,Entire home/apt,8,4.0,6.0,4.5,35.6417298,-82.573983,28804,4.93,4.96,4.96,4.86,1,1,"[""Coffee maker"", ""Ceiling fan"", ""Toaster"", ""Wifi"", ""Dishwasher"", ""Fire extinguisher"", ""Smoke alarm"", ""Dishes and silverware"", ""Patio or balcony"", ""Self check-in"", ""Air conditioning"", ""Pack \u2019n play/Travel crib"", ""Dryer"", ""Hot water"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Smart lock"", ""Free street parking"", ""Cooking basics"", ""Essentials"", ""TV"", ""Iron"", ""Refrigerator"", ""Shampoo"", ""Pets allowed"", ""Oven"", ""Freezer"", ""Bed linens"", ""Stove"", ""EV charger"", ""Kitchen"", ""Free parking on premises"", ""Hangers"", ""Extra pillows and blankets"", ""Washer"", ""Private entrance"", ""First aid kit"", ""Heating"", ""Microwave"", ""Hair dryer"", ""Bathtub"", ""Indoor fireplace"", ""Hot tub""]",1,43,5.407171771460119
202.0,Entire home/apt,8,4.0,5.0,4.5,35.6417298,-82.573983,28804,4.98,4.98,4.98,4.92,1,1,"[""Coffee maker"", ""Ceiling fan"", ""Toaster"", ""Wifi"", ""Dishwasher"", ""Fire extinguisher"", ""Smoke alarm"", ""Dishes and silverware"", ""Patio or balcony"", ""Self check-in"", ""Air conditioning"", ""Dryer"", ""Hot water"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Smart lock"", ""Free street parking"", ""Cooking basics"", ""Essentials"", ""TV"", ""Iron"", ""Refrigerator"", ""Shampoo"", ""Pets allowed"", ""Oven"", ""Freezer"", ""Bed linens"", ""Stove"", ""EV charger"", ""Kitchen"", ""Free parking on premises"", ""Hangers"", ""Extra pillows and blankets"", ""Washer"", ""Private entrance"", ""First aid kit"", ""Heating"", ""Microwave"", ""Hair dryer"", ""Bathtub"", ""Indoor fireplace"", ""Hot tub"", ""Room-darkening shades""]",1,43,5.313205979041787
153.0,Entire home/apt,5,2.0,3.0,1.0,35.593239,-82.537369,28805,4.97,4.98,4.89,4.79,1,1,"[""Garden view"", ""Outdoor dining area"", ""Ceiling fan"", ""Toaster"", ""Coffee"", ""Cleaning products"", ""Drying rack for clothing"", ""Wifi"", ""Dishwasher"", ""Fire extinguisher"", ""Smoke alarm"", ""Dishes and silverware"", ""Baking sheet"", ""Free dryer \u2013 In unit"", ""Self check-in"", ""Outdoor furniture"", ""Long term stays allowed"", ""Shower gel"", ""Clamp on table seat high chair - always at the listing"", ""Hot water"", ""Carbon monoxide alarm"", ""Children\u2019s books and toys"", ""Dedicated workspace"", ""Dining table"", ""Keypad"", ""Central air conditioning"", ""Children\u2019s dinnerware"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Indoor fireplace: gas"", ""Private patio or balcony"", ""Books and reading material"", ""Cooking basics"", ""Single level home"", ""Essentials"", ""Iron"", ""Shared backyard \u2013 Not fully fenced"", ""Refrigerator"", ""Shampoo"", ""TV with Roku, standard cable"", ""Pets allowed"", ""Free washer \u2013 In unit"", ""Oven"", ""Freezer"", ""Bed linens"", ""Mountain view"", ""Clothing storage: closet and dresser"", ""Stove"", ""Hot water kettle"", ""BBQ grill"", ""Kitchen"", ""Free parking on premises"", ""Hangers"", ""Extra pillows and blankets"", ""Board games"", ""Blender"", ""Private entrance"", ""First aid kit"", ""Exterior security cameras on property"", ""Barbecue utensils"", ""Central heating"", ""Body soap"", ""Hair dryer"", ""Bathtub"", ""Microwave"", ""Conditioner"", ""Coffee maker: drip coffee maker"", ""Room-darkening shades""]",1,68,5.0369526024136295
476.0,Entire home/apt,10,5.0,5.0,3.5,35.4958,-82.49783,28803,4.93,4.84,4.89,4.87,1,0,"[""Free dryer"", ""Outdoor dining area"", ""Toaster"", ""Coffee"", ""Cleaning products"", ""Wine glasses"", ""Wifi"", ""Dishwasher"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Fire extinguisher"", ""Smoke alarm"", ""Dishes and silverware"", ""Baking sheet"", ""Self check-in"", ""Air conditioning"", ""Long term stays allowed"", ""Pool table"", ""Carbon monoxide alarm"", ""Hot water"", ""Dedicated workspace"", ""Dining table"", ""Keypad"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Private patio or balcony"", ""Cooking basics"", ""Essentials"", ""TV"", ""Coffee maker: drip coffee maker, Keurig coffee machine"", ""Refrigerator"", ""Shampoo"", ""Pets allowed"", ""Oven"", ""Freezer"", ""Bed linens"", ""Stove"", ""Private hot tub"", ""Dial body soap"", ""BBQ grill"", ""Kitchen"", ""Free parking on premises"", ""Hangers"", ""Extra pillows and blankets"", ""Washer"", ""Board games"", ""Private backyard \u2013 Fully fenced"", ""Exterior security cameras on property"", ""High chair"", ""Central heating"", ""Microwave"", ""Hair dryer"", ""Bathtub"", ""Conditioner""]",1,55,6.1675164908883415
100.0,Entire home/apt,4,2.0,2.0,1.0,35.57765,-82.60735,28806,5.0,5.0,5.0,4.88,0,0,"[""Exercise equipment: stationary bike, yoga mat"", ""Coffee maker"", ""Ceiling fan"", ""Toaster"", ""Coffee"", ""Cleaning products"", ""Wine glasses"", ""Dishwasher"", ""Fire extinguisher"", ""Smoke alarm"", ""Dishes and silverware"", ""Hammock"", ""Baking sheet"", ""Free dryer \u2013 In unit"", ""Fast wifi \u2013 51 Mbps"", ""Outdoor furniture"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Hot water"", ""Dedicated workspace"", ""Dining table"", ""Central air conditioning"", ""Private patio or balcony"", ""Cooking basics"", ""Essentials"", ""Iron"", ""Refrigerator"", ""Pets allowed"", ""Free washer \u2013 In unit"", ""Oven"", ""Freezer"", ""Bed linens"", ""Gym nearby"", ""BBQ grill"", ""Kitchen"", ""Indoor fireplace: wood-burning"", ""Clothing storage"", ""Hangers"", ""Extra pillows and blankets"", ""Free parking on premises"", ""Board games"", ""Private entrance"", ""Private backyard \u2013 Fully fenced"", ""First aid kit"", ""Fire pit"", ""Barbecue utensils"", ""Central heating"", ""Body soap"", ""Hair dryer"", ""Bathtub"", ""55 inch HDTV with Apple TV"", ""Outlet covers"", ""Microwave"", ""Children\u2019s books and toys"", ""Stainless steel stove""]",1,56,4.61512051684126
93.0,Entire home/apt,2,1.0,2.0,1.0,35.58574,-82.55649,28801,4.97,4.99,4.91,4.91,1,1,"[""Heating - split type ductless system"", ""Mini fridge"", ""AC - split type ductless system"", ""Coffee"", ""Cleaning products"", ""Fire extinguisher"", ""Smoke alarm"", ""Dishes and silverware"", ""TV with Amazon Prime Video, Netflix"", ""Self check-in"", ""Shower gel"", ""Carbon monoxide alarm"", ""Hot water"", ""Dedicated workspace"", ""Dining table"", ""Clothing storage: wardrobe"", ""Smart lock"", ""Free street parking"", ""Books and reading material"", ""Single level home"", ""Essentials"", ""Coffee maker: drip coffee maker, Keurig coffee machine"", ""Iron"", ""Shampoo"", ""Bed linens"", ""Free driveway parking on premises \u2013 1 space"", ""Fast wifi \u2013 345 Mbps"", ""Hangers"", ""Extra pillows and blankets"", ""Private entrance"", ""First aid kit"", ""Body soap"", ""Hair dryer"", ""Microwave"", ""Room-darkening shades""]",1,37,4.543294782270004
102.0,Entire home/apt,6,3.0,3.0,1.5,35.60345,-82.61048,28806,4.91,4.87,4.84,4.84,1,1,"[""Stainless steel oven"", ""Exercise equipment: yoga mat"", ""Electric stove"", ""Clothing storage: closet"", ""Outdoor dining area"", ""Ceiling fan"", ""Coffee"", ""Cleaning products"", ""Wifi"", ""Dishwasher"", ""Fire extinguisher"", ""Smoke alarm"", ""Dishes and silverware"", ""Baking sheet"", ""Free dryer \u2013 In unit"", ""Self check-in"", ""Outdoor furniture"", ""Long term stays allowed"", ""Shower gel"", ""Carbon monoxide alarm"", ""Hot water"", ""Coffee maker: Keurig coffee machine"", ""Dedicated workspace"", ""Dining table"", ""Keypad"", ""Central air conditioning"", ""Standard conditioner"", ""Luggage dropoff allowed"", ""Books and reading material"", ""Cooking basics"", ""Single level home"", ""Essentials"", ""Iron"", ""Refrigerator"", ""Pets allowed"", ""Free washer \u2013 In unit"", ""Hot water kettle"", ""Freezer"", ""Bed linens"", ""Children\u2019s books and toys for ages 0-2 years old and 2-5 years old"", ""Standard shampoo"", ""Kitchen"", ""Free parking on premises"", ""Hangers"", ""Basic Body Wash body soap"", ""Extra pillows and blankets"", ""Board games"", ""Blender"", ""Fire pit"", ""First aid kit"", ""Private backyard \u2013 Not fully fenced"", ""Central heating"", ""Portable fans"", ""Microwave"", ""Hair dryer"", ""Bathtub"", ""HDTV with Roku"", ""Room-darkening shades""]",1,58,4.634728988229636
171.0,Entire home/apt,6,3.0,4.0,3.5,35.48508,-82.58173,28704,4.97,4.95,4.93,4.88,1,1,"[""Outdoor dining area"", ""Coffee maker"", ""Ceiling fan"", ""Toaster"", ""HDTV with Fire TV"", ""Wine glasses"", ""Wifi"", ""Dishwasher"", ""Fire extinguisher"", ""Smoke alarm"", ""Dishes and silverware"", ""Baking sheet"", ""Free dryer \u2013 In unit"", ""Self check-in"", ""Outdoor furniture"", ""Carbon monoxide alarm"", ""Hot water"", ""Dining table"", ""Keypad"", ""Central air conditioning"", ""Private patio or balcony"", ""Cooking basics"", ""Essentials"", ""Iron"", ""Refrigerator"", ""Pets allowed"", ""Free washer \u2013 In unit"", ""Oven"", ""Freezer"", ""Hot water kettle"", ""Stove"", ""BBQ grill"", ""Kitchen"", ""Free parking on premises"", ""Private backyard \u2013 Fully fenced"", ""Fire pit"", ""First aid kit"", ""Central heating"", ""Microwave"", ""Hair dryer""]",1,40,5.147494476813453
66.0,Entire home/apt,2,1.0,1.0,1.0,35.58164,-82.57734,28806,4.97,4.98,4.93,4.93,1,0,"[""Heating - split type ductless system"", ""Mini fridge"", ""AC - split type ductless system"", ""Clothing storage: walk-in closet"", ""Ceiling fan"", ""Coffee"", ""Cleaning products"", ""Smoke alarm"", ""Hammock"", ""Self check-in"", ""Outdoor furniture"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Hot water"", ""Coffee maker: Keurig coffee machine"", ""Dedicated workspace"", ""Keypad"", ""Luggage dropoff allowed"", ""Free street parking"", ""Private patio or balcony"", ""Essentials"", ""Iron"", ""Shared backyard \u2013 Not fully fenced"", ""Refrigerator"", ""Shampoo"", ""Hot water kettle"", ""HDTV with Amazon Prime Video, HBO Max, Disney+, Hulu, Netflix, premium cable, Roku"", ""Freezer"", ""City skyline view"", ""Mountain view"", ""Bed linens"", ""Free driveway parking on premises \u2013 1 space"", ""Hangers"", ""Extra pillows and blankets"", ""Private entrance"", ""Exterior security cameras on property"", ""Laundromat nearby"", ""Body soap"", ""Hair dryer"", ""Bathtub"", ""Microwave"", ""Conditioner"", ""Fast wifi \u2013 81 Mbps"", ""Room-darkening shades""]",1,50,4.204692619390966
350.0,Entire home/apt,5,3.0,3.0,2.5,35.60278,-82.55918,28801,5.0,4.97,4.97,4.95,1,0,"[""Stainless steel oven"", ""Pack \u2019n play/Travel crib - available upon request"", ""Cleaning products"", ""Wifi"", ""Dishwasher"", ""Fire extinguisher"", ""Smoke alarm"", ""Dishes and silverware"", ""Free dryer \u2013 In unit"", ""Stainless steel gas stove"", ""Air conditioning"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Hot water"", ""Dining table"", ""Private patio or balcony"", ""Cooking basics"", ""Essentials"", ""TV"", ""Iron"", ""Crib - available upon request"", ""Refrigerator"", ""Free washer \u2013 In unit"", ""Freezer"", ""Bed linens"", ""Coffee maker: french press"", ""Kitchen"", ""Free parking on premises"", ""Hangers"", ""Ethernet connection"", ""First aid kit"", ""Central heating"", ""Microwave"", ""Hair dryer"", ""Bathtub""]",1,35,5.860786223465865
